series,episode,baker_fist_name,baker_last_name,result,baker_age,baker_occupation,hometown,signature_bake,technical,show_stopper
6,8,Flora,Shedden,stayed in,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,3,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
6,8,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Mont Blanc & Black Forest Gâteau Horns,2,Nun with Hidden Passions
6,8,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Lime & Mascarpone and Malt Cream Horns,4,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
6,8,Paul,Jagger,Eliminated,49,Prison governor,"Swansea, Wales",Café Tipple & Banana Crunch-away Horns,5,Religieuse à l'ancienne
6,8,Nadiya,Hussain,Star Baker,30,Full-time mother,Leeds / Luton,Rose Pistachio and Mocha Hazelnut Horns,1,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
6,8,Alvin,Magallanes,NA,37,Nurse,"Bracknell, Berkshire",NA,NA,NA
6,8,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,8,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,8,Mat,Riley,NA,37,Fire fighter,London,NA,NA,NA
6,8,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,8,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,8,Ugnė,Bubnaityte,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA
6,9,Ian,Cumming,stayed in,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Chocolate and Bay Tart,3,Chocolate Well
6,9,Tamal,Ray,stayed in,29,Trainee anaesthetist,Manchester,Chocolate New York Pie,2,Chocolate Bell Tower
6,9,Flora,Shedden,Eliminated,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Passion Fruit and Chocolate Tart,1,Cocoa Carousel
6,9,Nadiya,Hussain,Star Baker,30,Full-time mother,Leeds / Luton,Peanut Salted Caramel and Chocolate Tart,4,Peacock in Nan's Door
6,9,Alvin,Magallanes,NA,37,Nurse,"Bracknell, Berkshire",NA,NA,NA
6,9,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,9,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,9,Mat,Riley,NA,37,Fire fighter,London,NA,NA,NA
6,9,Paul,Jagger,NA,49,Prison governor,"Swansea, Wales",NA,NA,NA
6,9,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,9,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,9,Ugnė,Bubnaityte,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA
6,10,Ian,Cumming,Series Runner up,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Elderflower and Lemon & Spiced Buns,2,Colossal Curvy Carrot Cake
6,10,Tamal,Ray,Series Runner up,29,Trainee anaesthetist,Manchester,Cinnamon and Apple & Toffee and Marmalade Iced Buns,3,Sticky Toffee Pudding Cake
6,10,Nadiya,Hussain,Series Winner,30,Full-time mother,Leeds / Luton,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,1,My Big Fat British Wedding Cake
6,10,Alvin,Magallanes,NA,37,Nurse,"Bracknell, Berkshire",NA,NA,NA
6,10,Dorret,Conway,NA,53,Accountant,"Penwortham, Lancashire",NA,NA,NA
6,10,Flora,Shedden,NA,19,Art gallery assistant,"Dunkeld, Perth and Kinross",NA,NA,NA
6,10,Marie,Campbell,NA,66,Retired,"Auchterarder, Perthshire",NA,NA,NA
6,10,Mat,Riley,NA,37,Fire fighter,London,NA,NA,NA
6,10,Paul,Jagger,NA,49,Prison governor,"Swansea, Wales",NA,NA,NA
6,10,Sandy,Docherty,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA
6,10,Stu,Henshall,NA,35,Professional musician,"Guildford, Surrey",NA,NA,NA
6,10,Ugnė,Bubnaityte,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA
7,1,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Lemon and Rosemary Drizzle Cake,12,'Ultimate Indulgence' Mirror Glaze Cake
7,1,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,"Pistachio, Cardamom and Lemon Drizzle Cake",6,White Chocolate Mirror Glaze with Salted Praline Buttercream
7,1,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Raspberry and Rhubarb Drizzle Custard Bundt Cake,5,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
7,1,Kate,Barmby,stayed in,37,Nurse,"Brooke, Norfolk",Berry Best Apple and Bramble Drizzle Cake,4,One Swallow Does Not Make A Summer Cake
7,1,Louise,Williams,stayed in,46,Hairdresser,Cardiff,Orange Liqueur and Lemonade Drizzle Cake,9,White Chocolate Trifle Mirror Glaze Cake
7,1,Michael,Georgiou,stayed in,20,Student,Durham,"Lime, Ginger and Honey Drizzle Cake",3,Matcha Tea Chocolate Mirror Glaze
7,1,Rav,Bansal,stayed in,28,Student support,Erith,Ginger Spice Yuzu Drizzle Cake,8,Colombian Mocha Mirror Glaze Cake
7,1,Selasi,Gbormittah,stayed in,30,Client service associate,London,Citrus and Spice Drizzle Cake,1,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
7,1,Tom,Gilliford,stayed in,26,Project engagement manager,Rochdale,G&T Drizzle Cake,2,Black Forest Broken Mirror
7,1,Val,Stones,stayed in,66,"Semi-retired, Substitute teacher",Yeovil,Mum's Orange and Lemon Drizzle,10,Chocolate Sponge with Four Fruit Frosting
7,1,Lee,Banfield,Eliminated,67,Pastor,Bolton,St. Clements Orange and Lemon Drizzle Cake,11,Strawberry Surprise Mirror Cake
7,1,Jane,Beedle,Star Baker,61,Garden designer,Beckenham,Lemon and Poppy Seed Drizzle Cake,7,Chocolate Orange Mirror Cake
7,2,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Beehive Biscuits,4,Punting in Cambridge
7,2,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,Bouquet Biscuits,3,"New York, New York"
7,2,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Flower Pot Iced Biscuits,2,Hastings Old Town Fishing Net Shops and Boat
7,2,Kate,Barmby,stayed in,37,Nurse,"Brooke, Norfolk","""A Biscuit for the Broads""",1,"""I Promise I will do my best"""
7,2,Michael,Georgiou,stayed in,20,Student,Durham,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",9,Trip to See Santa in Lapland
7,2,Rav,Bansal,stayed in,28,Student support,Erith,Union Jack Bunting Biscuits,6,Gingerbread Christmas Fairground
7,2,Selasi,Gbormittah,stayed in,30,Client service associate,London,"""Wheelie Hot Iced Biscuits""",11,Stained Glass Window Gingerbread Church
7,2,Tom,Gilliford,stayed in,26,Project engagement manager,Rochdale,Chai Frappelatteccino Biscuits,7,Tom and Pod's Near Death Experience
7,2,Val,Stones,stayed in,66,"Semi-retired, Substitute teacher",Yeovil,Sunday Treat Iced Ice Cream Cone Biscuits,5,From Holland to New York via Yorkshire
7,2,Louise,Williams,Eliminated,46,Hairdresser,Cardiff,Baa Bara Brith Biscuits,10,Gingerbread Wedding
7,2,Candice,Brown,Star Baker,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Salted Caramel, Chocolate Iced Shiny Hearts",8,Gingerbread Pub with Sticky Ginger Carpet
7,2,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,3,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Chocolate Barmbrack Bread,2,Braided Harvest Bread Basket
7,3,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,"Chocolate, Tahini and Almond Babka",6,Braided Bread Heart
7,3,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",3,Italian Light and Dark Rye Twist
7,3,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Chocolate and Cranberry Couronne,9,Chorizo and Chilli Flower with Parmesan and Pesto Centre
7,3,Kate,Barmby,stayed in,37,Nurse,"Brooke, Norfolk",Cobbled Loaf,8,The Corn Maiden
7,3,Rav,Bansal,stayed in,28,Student support,Erith,"Chocolate, Cardamom and Hazelnut Loaf",10,Three Tier Diwali Bread Centrepiece
7,3,Selasi,Gbormittah,stayed in,30,Client service associate,London,"Chocolate, Orange and Cinnamon Bread",5,Bedouin Escape Tear and Share Bread
7,3,Val,Stones,stayed in,66,"Semi-retired, Substitute teacher",Yeovil,Double Chocolate Cinnamon Twist Loaf,1,"""And They All Went Into The Ark To Get Out Of The Rain"""
7,3,Michael,Georgiou,Eliminated,20,Student,Durham,Chocolate and Chilli Swirl Plait,7,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
7,3,Tom,Gilliford,Star Baker,26,Project engagement manager,Rochdale,Chocolate Orange and Chilli Swirl Bread,4,Jörmungandr and Mjölnir
7,3,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,3,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,4,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Yorkshire 'Tapas' Puddings,4,Churros Window Box
7,4,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Yorkshire Wellingtons,2,Two-Way Peanut Butter Churros
7,4,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Meat and Two Veg Yorkshires,3,Pistachio and White Chocolate Churros
7,4,Rav,Bansal,stayed in,28,Student support,Erith,Thai Tofu Panang Yorkshires,9,Three Dip Matcha Pistachio Churros
7,4,Selasi,Gbormittah,stayed in,30,Client service associate,London,Perfect Sunday Roast Accompaniment,8,Lemon and Anise Churros
7,4,Tom,Gilliford,stayed in,26,Project engagement manager,Rochdale,West Yorkshire Fusion Puddings,5,Fennel Churros Snake In The Grass
7,4,Val,Stones,stayed in,66,"Semi-retired, Substitute teacher",Yeovil,Mum's Chilli Yorkshire Puddings,6,Orange Chocolate Churros
7,4,Kate,Barmby,Eliminated,37,Nurse,"Brooke, Norfolk",Christmas Dinner Compromise,7,Hot Cross Bunny Churros
7,4,Benjamina,Ebuehi,Star Baker,23,Teaching assistant,South London,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",1,Tropical Churros
7,4,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,4,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,4,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,5,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Mum and Dad's Breakfast Pastries,6,Spicy Chorizo Squash Parcels and Baklava Bites
7,5,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,5,Plantain and Spinach Samosas and Chai Pear Cups
7,5,Jane,Beedle,stayed in,61,Garden designer,Beckenham,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish",1,"Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
7,5,Rav,Bansal,stayed in,28,Student support,Erith,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",8,Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
7,5,Selasi,Gbormittah,stayed in,30,Client service associate,London,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels",3,"Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
7,5,Tom,Gilliford,stayed in,26,Project engagement manager,Rochdale,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,4,Yin and Yang Amuse-bouche
7,5,Val,Stones,Eliminated,66,"Semi-retired, Substitute teacher",Yeovil,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls",7,"Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
7,5,Candice,Brown,Star Baker,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish",2,"Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
7,5,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,5,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,5,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,5,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,6,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Tangy Lime and Ginger Meringue Pie,6,Spring Elderflower Trio
7,6,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,Grapefruit and Ginger Meringue Pie,2,Floral Tea Cake
7,6,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Lime, Coconut and Lemongrass Sugar Meringue Pie",5,Four Seasons Cake
7,6,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Lime and Coconut Meringue Pie,4,Three Tier Orange Cake with a Floral Chocolate Collar
7,6,Selasi,Gbormittah,stayed in,30,Client service associate,London,"Grapefruit, Orange and Mint Meringue Pie",7,Three Tiered Ombré Floral Cake
7,6,Rav,Bansal,Eliminated,28,Student support,Erith,Mandarin Margarita Meringue Pie,3,Blossom Cake
7,6,Tom,Gilliford,Star Baker,26,Project engagement manager,Rochdale,Blood Orange Halloween Pumpkin Pie,1,Floral Tea Cake
7,6,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,6,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,6,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,6,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,6,Val,Stones,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA
7,7,Benjamina,Ebuehi,stayed in,23,Teaching assistant,South London,Piña Colada Roulade,3,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
7,7,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Crowd Pleaser Roulade,2,Blackberry and Raspberry Bubbles and After Dinner Mousse
7,7,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Chocolate and Hazelnut Roulade,4,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
7,7,Selasi,Gbormittah,stayed in,30,Client service associate,London,Summer Picnic Roulade,6,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
7,7,Tom,Gilliford,Eliminated,26,Project engagement manager,Rochdale,Millionaire's Roulade,5,Hipster Picnic
7,7,Andrew,Smyth,Star Baker,25,Aerospace engineer,"Derby / Holywood, County Down",Tropical Holiday Roulade,1,Childhood Ice Cream Mousse Cakes
7,7,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,7,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,7,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,7,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,7,Rav,Bansal,NA,28,Student support,Erith,NA,NA,NA
7,7,Val,Stones,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA
7,8,Andrew,Smyth,stayed in,25,Aerospace engineer,"Derby / Holywood, County Down",Da Vinci Inspired Geared Pies,2,Jousting Knights Marchpane
7,8,Jane,Beedle,stayed in,61,Garden designer,Beckenham,Tudor Rose Pies,5,Swans
7,8,Selasi,Gbormittah,stayed in,30,Client service associate,London,Bouquet of Flowers,3,Fruity Tudor Marchpane
7,8,Benjamina,Ebuehi,Eliminated,23,Teaching assistant,South London,Mexican Adventure,4,Tudor Garden
7,8,Candice,Brown,Star Baker,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Cheesy Cheeky Fish Pies,1,Peacock
7,8,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,8,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,8,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,8,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,8,Rav,Bansal,NA,28,Student support,Erith,NA,NA,NA
7,8,Tom,Gilliford,NA,26,Project engagement manager,Rochdale,NA,NA,NA
7,8,Val,Stones,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA
7,9,Candice,Brown,stayed in,31,PE teacher,"Barton-Le-Clay, Bedfordshire","Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",3,Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
7,9,Jane,Beedle,stayed in,61,Garden designer,Beckenham,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",1,Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
7,9,Selasi,Gbormittah,Eliminated,30,Client service associate,London,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",4,Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
7,9,Andrew,Smyth,Star Baker,25,Aerospace engineer,"Derby / Holywood, County Down",Cheesy Elephant Ears and Herby Treble Clefs,2,Philharmonic Fondants
7,9,Benjamina,Ebuehi,NA,23,Teaching assistant,South London,NA,NA,NA
7,9,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,9,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,9,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,9,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,9,Rav,Bansal,NA,28,Student support,Erith,NA,NA,NA
7,9,Tom,Gilliford,NA,26,Project engagement manager,Rochdale,NA,NA,NA
7,9,Val,Stones,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA
7,10,Andrew,Smyth,Series Runner up,25,Aerospace engineer,"Derby / Holywood, County Down",Crunchy Caramel Cassis Crown,1,Family and Friends' Favourites Picnic
7,10,Jane,Beedle,Series Runner up,61,Garden designer,Beckenham,"Red, White and Blue Meringue Crown",3,Family Favourites Feast
7,10,Candice,Brown,Series Winner,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Queen Victoria's Mango and Strawberry Crown,2,Picnic for Pearly Kings and Queens
7,10,Benjamina,Ebuehi,NA,23,Teaching assistant,South London,NA,NA,NA
7,10,Kate,Barmby,NA,37,Nurse,"Brooke, Norfolk",NA,NA,NA
7,10,Lee,Banfield,NA,67,Pastor,Bolton,NA,NA,NA
7,10,Louise,Williams,NA,46,Hairdresser,Cardiff,NA,NA,NA
7,10,Michael,Georgiou,NA,20,Student,Durham,NA,NA,NA
7,10,Rav,Bansal,NA,28,Student support,Erith,NA,NA,NA
7,10,Selasi,Gbormittah,NA,30,Client service associate,London,NA,NA,NA
7,10,Tom,Gilliford,NA,26,Project engagement manager,Rochdale,NA,NA,NA
7,10,Val,Stones,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA
8,1,Chris,Geiger,stayed in,50,Software developer,Bristol,Tropical Fresh Fruit Cake,12,'Raised Pork Pie and Egg Surprise' Cake
8,1,Flo,Atkins,stayed in,71,Retired,Merseyside,Citrus Layer Cake,9,'One in a Melon' Cake
8,1,James,Hillery,stayed in,46,Banker,"Brentwood, Essex","Orange, Rhubarb & Ginger Crumble Cake",2,'Mock-accino and Croissant' Cake
8,1,Julia,Chernogorova,stayed in,21,Aviation Broker,"Crawley, West Sussex",Courgette and Lemon Cake,3,'Russian Doll' Cake
8,1,Kate,Lyon,stayed in,29,Health and safety inspector,Merseyside,Moroccan Strawberry and Rose Cake,1,'Chocolate Terrarium' Cake
8,1,Liam,Charles,stayed in,19,Student,North London,Apple and Almond Crumble Maple Loaf,8,'Stackin' Sunday' Cake
8,1,Sophie,Faldo,stayed in,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Pineapple and Coconut Sandwich Cake,5,'Champagne Bottle and Bucket' Cake
8,1,Stacey,Hart,stayed in,42,Former school teacher,"Radlett, Hertfordshire",Granny Smith Apple and Walnut Cake,11,'Black Evening Clutch Bag' Cake
8,1,Tom,Hetherington,stayed in,29,Architect,Edinburgh,Gilded Pear and Cardamom Cake,7,'Stack of Books' Cake
8,1,Yan,Tsou,stayed in,46,Laboratory research scientist,North London,Windfall Apple Crumble Cake,4,'Banana-ramen' Cake
8,1,Peter,Abatan,Eliminated,52,IT programme manager,"Southend, Essex",Coconut Cake,10,'Bread on a Breadboard' Cake
8,1,Steven,Carter-Bailey,Star Baker,34,Marketer,"Watford, Hertfordshire",Bonfire Night Cake,6,'A Baker's Lunch' Cake
8,2,Flo,Atkins,stayed in,71,Retired,Merseyside,Gin Jam Butties,10,'Pick My Bones' Game
8,2,James,Hillery,stayed in,46,Banker,"Brentwood, Essex",Rhubarb and Custard Whirls,3,'Coppit' Game
8,2,Julia,Chernogorova,stayed in,21,Aviation Broker,"Crawley, West Sussex",Middle Eastern Delight Sandwich Biscuits,4,'A British Baking' Game
8,2,Kate,Lyon,stayed in,29,Health and safety inspector,Merseyside,Coconut Seashells for a Titanic Afternoon Tea,8,'Jungle' Game
8,2,Liam,Charles,stayed in,19,Student,North London,Coffee Malted Pecan Shorties,7,'Classroom Classics' Game
8,2,Sophie,Faldo,stayed in,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Lemon Limoncino Sandwich Biscuits,2,'Snakes and Ladders' Game
8,2,Stacey,Hart,stayed in,42,Former school teacher,"Radlett, Hertfordshire",Sparkly Chocolate and Marshmallow Fluff Cookies,9,'Get to School' Game
8,2,Tom,Hetherington,stayed in,29,Architect,Edinburgh,Coffee and Amaretto Kisses,5,'Drain Pipes and Ladders' Game
8,2,Yan,Tsou,stayed in,46,Laboratory research scientist,North London,'Mrs. Marian's PB 'n' B' Biscuits,1,'Adventures in Bakeland' Game
8,2,Chris,Geiger,Eliminated,50,Software developer,Bristol,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,11,'The Great British Sail Off' Game
8,2,Steven,Carter-Bailey,Star Baker,34,Marketer,"Watford, Hertfordshire",Amarpressi Biscuits,6,'Check Bake' Game
8,2,Peter,Abatan,NA,52,IT programme manager,"Southend, Essex",NA,NA,NA
8,3,James,Hillery,stayed in,46,Banker,"Brentwood, Essex",Nordic Teacakes,9,'Owl in the Woods' Bread Sculpture
8,3,Kate,Lyon,stayed in,29,Health and safety inspector,Merseyside,Blueberry Buns,10,'Kraken' Bread Sculpture
8,3,Liam,Charles,stayed in,19,Student,North London,Jamaican Spiced Teacakes,5,'Kneadapolitan' Bread Sculpture
8,3,Sophie,Faldo,stayed in,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Tagine Teacakes,6,'Picnic Basket' Bread Sculpture
8,3,Stacey,Hart,stayed in,42,Former school teacher,"Radlett, Hertfordshire",Cranberry and Cinnamon Teacakes,1,'Ascot Hat' Bread Sculpture
8,3,Steven,Carter-Bailey,stayed in,34,Marketer,"Watford, Hertfordshire",Madras Cocktail Teacakes,3,'The Bag I Knead' Bread Sculpture
8,3,Tom,Hetherington,stayed in,29,Architect,Edinburgh,Orange and Cranberry Teacakes,4,'Pink & Yellow Rose Centrepiece' Bread Sculpture
8,3,Yan,Tsou,stayed in,46,Laboratory research scientist,North London,'Mrs P's' Masala Chai Spiced Teacakes,8,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture
8,3,Flo,Atkins,Eliminated,71,Retired,Merseyside,Cinnamon and Orange Teacakes,7,'Davy Jones' Locker' Bread Sculpture
8,3,Julia,Chernogorova,Star Baker,21,Aviation Broker,"Crawley, West Sussex",Earl Grey Dried Fruit Teacakes,2,'The Snail Under a Mushroom' Bread Sculpture
8,3,Chris,Geiger,NA,50,Software developer,Bristol,NA,NA,NA
8,3,Peter,Abatan,NA,52,IT programme manager,"Southend, Essex",NA,NA,NA
8,4,James,Hillery,stayed in,46,Banker,"Brentwood, Essex",'Windy City' Millionaire Shortbreads,2,Nutty Caramel Cake
8,4,Julia,Chernogorova,stayed in,21,Aviation Broker,"Crawley, West Sussex",Pecan Salted Caramel Millionaire Shortbreads,9,Poppy Seed Caramel Cake
8,4,Liam,Charles,stayed in,19,Student,North London,Salted Peanut Butter Millionaire Shortbreads,3,White Layered Ginger Caramel Cake
8,4,Sophie,Faldo,stayed in,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",Jaffa Millionaire Shortbreads,4,Bird's Nest Caramel Cake
8,4,Stacey,Hart,stayed in,42,Former school teacher,"Radlett, Hertfordshire",Rum Salted Caramel Millionaire Shortbreads,1,Chocolate and Coffee Caramel Cake
8,4,Steven,Carter-Bailey,stayed in,34,Marketer,"Watford, Hertfordshire",Orange Macadamia Nut Millionaire Shortbreads,7,Caramel Crown Cake
8,4,Yan,Tsou,stayed in,46,Laboratory research scientist,North London,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,8,Animals of the Rainforest Caramel Cake
8,4,Tom,Hetherington,Eliminated,29,Architect,Edinburgh,Stem Ginger Caramel Shortbreads,5,Hummingbird Cake
8,4,Kate,Lyon,Star Baker,29,Health and safety inspector,Merseyside,Salted Bay Caramel Millionaire Shortbreads,6,Sticky Toffee Apple Caramel Cake
8,4,Chris,Geiger,NA,50,Software developer,Bristol,NA,NA,NA
8,4,Flo,Atkins,NA,71,Retired,Merseyside,NA,NA,NA
8,4,Peter,Abatan,NA,52,IT programme manager,"Southend, Essex",NA,NA,NA
8,5,Julia,Chernogorova,stayed in,21,Aviation Broker,"Crawley, West Sussex",Orange & Treacle Steamed School Pudding,3,'Opulent Ornament' Trifle Terrine
8,5,Kate,Lyon,stayed in,29,Health and safety inspector,Merseyside,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,8,'My Great Great Nan's' Raspberry Trifle Terrine
8,5,Liam,Charles,stayed in,19,Student,North London,Cherries & Lemons that are 'Baked Well',2,'Cheers Lads' Trifle Terrine
8,5,Stacey,Hart,stayed in,42,Former school teacher,"Radlett, Hertfordshire",Bakewell Tart Steamed School Pudding,4,Tropical Trifle Terrine
8,5,Steven,Carter-Bailey,stayed in,34,Marketer,"Watford, Hertfordshire",Lemon & Blackcurrant Drizzle Steamed School Pudding,5,'From Across the Jelly Pond' Trifle Terrine
8,5,Yan,Tsou,stayed in,46,Laboratory research scientist,North London,Mango Fruit Hat Steamed School Pudding,6,'Heart of a Hero' Trifle Terrine
8,5,James,Hillery,Eliminated,46,Banker,"Brentwood, Essex",Orange and Ginger Steamed School Pudding,7,'The Missed Silver Jubilee' Trifle Terrine
8,5,Sophie,Faldo,Star Baker,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey","Ginger, Fig and Honey Steamed School Pudding",1,"Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
8,5,Chris,Geiger,NA,50,Software developer,Bristol,NA,NA,NA
8,5,Flo,Atkins,NA,71,Retired,Merseyside,NA,NA,NA
8,5,Peter,Abatan,NA,52,IT programme manager,"Southend, Essex",NA,NA,NA
8,5,Tom,Hetherington,NA,29,Architect,Edinburgh,NA,NA,NA
